V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
17.61,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,fair,Fair,anxiety,Anxiety
28.47,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
34.89,,year ending,2016 Q1 - 2016 Q4,E92000001,England,very-good,Very good,worthwhile,Worthwhile
14.83,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
7.87,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
45.43,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
10.62,,year ending,2011 Q3 - 2012 Q2,E92000001,England,poor,Poor,happiness,Happiness
12.73,,year ending,2014 Q4 - 2015 Q3,E92000001,England,fair,Fair,worthwhile,Worthwhile
4.2,,year ending,2013 Q2 - 2014 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
14.52,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
7.39,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
34.1,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
52.61,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
3.04,,year ending,2012 Q2 - 2013 Q1,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
41.25,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,good,Good,happiness,Happiness
29.17,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
7.68,,year ending,2016 Q3 - 2017 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
23.23,,year ending,2014 Q4 - 2015 Q3,K02000001,United Kingdom,good,Good,anxiety,Anxiety
7.7,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
5.79,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
12.77,,year ending,2014 Q3 - 2015 Q2,E92000001,England,fair,Fair,worthwhile,Worthwhile
38.69,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
4.15,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
52.77,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
40.32,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
7.7,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
3.74,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
7.7,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
52.23,,year ending,2014 Q3 - 2015 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
5.35,,year ending,2013 Q3 - 2014 Q2,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
29.55,,year ending,2015 Q4 - 2016 Q3,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
16.65,,year ending,2016 Q2 - 2017 Q1,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
28.07,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
6.36,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
41.11,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,good,Good,happiness,Happiness
16.8,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
49.49,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
2.92,,year ending,2013 Q4 - 2014 Q3,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
36.66,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
10.72,,year ending,2011 Q2 - 2012 Q1,E92000001,England,poor,Poor,happiness,Happiness
10.94,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
41.34,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,good,Good,happiness,Happiness
36.33,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
10.71,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
40.36,,year ending,2016 Q2 - 2017 Q1,E92000001,England,good,Good,happiness,Happiness
16.81,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
4.43,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
49.9,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
9.01,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,poor,Poor,happiness,Happiness
34.49,,year ending,2016 Q1 - 2016 Q4,E92000001,England,very-good,Very good,happiness,Happiness
4.56,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
4.3,,year ending,2012 Q2 - 2013 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
38.88,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,very-good,Very good,anxiety,Anxiety
3.36,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
50.62,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,good,Good,worthwhile,Worthwhile
19.13,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
16.83,,year ending,2016 Q3 - 2017 Q2,E92000001,England,fair,Fair,anxiety,Anxiety
45.17,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
14.65,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
40.6,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,very-good,Very good,anxiety,Anxiety
38.86,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
4.23,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
7.7,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
11.98,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
48.7,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
7.3,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
9.82,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,poor,Poor,happiness,Happiness
49.26,,year ending,2014 Q1 - 2014 Q4,E92000001,England,good,Good,worthwhile,Worthwhile
7.83,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
33.82,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,very-good,Very good,happiness,Happiness
27.78,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
29.75,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
4.83,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
7.44,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
23.08,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,good,Good,anxiety,Anxiety
5.11,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
7.65,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
49.31,,year ending,2013 Q1 - 2013 Q4,E92000001,England,good,Good,worthwhile,Worthwhile
4.52,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
33.93,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
29.46,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
7.47,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
31.94,,year ending,2012 Q4 - 2013 Q3,E92000001,England,very-good,Very good,worthwhile,Worthwhile
16.57,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
27.1,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
48.64,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
13.69,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
28.77,,year ending,2015 Q2 - 2016 Q1,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
50.54,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
7.76,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
47.11,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
31.66,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
8.25,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
48.16,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
16.74,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
50.19,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,good,Good,worthwhile,Worthwhile
2.89,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
7.83,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
41.39,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,good,Good,happiness,Happiness
8.62,,year ending,2015 Q1 - 2015 Q4,E92000001,England,poor,Poor,happiness,Happiness
7.38,,year ending,2013 Q2 - 2014 Q1,E92000001,England,mean-average,Mean Average,happiness,Happiness
11.21,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,poor,Poor,happiness,Happiness
23.38,,year ending,2014 Q3 - 2015 Q2,E92000001,England,good,Good,anxiety,Anxiety
8.41,,year ending,2016 Q3 - 2017 Q2,E92000001,England,poor,Poor,happiness,Happiness
14.31,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
14.97,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
34.34,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,very-good,Very good,happiness,Happiness
16.7,,year ending,2015 Q3 - 2016 Q2,E92000001,England,fair,Fair,happiness,Happiness
33.17,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.16,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
7.87,,year ending,2016 Q4 - 2017 Q3,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
18.24,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,poor,Poor,anxiety,Anxiety
44.3,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
46.72,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
20.09,,year ending,2013 Q1 - 2013 Q4,E92000001,England,poor,Poor,anxiety,Anxiety
30.05,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
17.69,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,fair,Fair,happiness,Happiness
20.48,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,poor,Poor,anxiety,Anxiety
2.82,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
7.72,,year ending,2013 Q1 - 2013 Q4,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
12.05,,year ending,2016 Q4 - 2017 Q3,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
31.7,,year ending,2011 Q2 - 2012 Q1,E92000001,England,very-good,Very good,happiness,Happiness
7.42,,year ending,2013 Q4 - 2014 Q3,E92000001,England,mean-average,Mean Average,happiness,Happiness
4,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
7.78,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
38.81,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.44,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
4.01,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
49.06,,year ending,2011 Q3 - 2012 Q2,E92000001,England,good,Good,worthwhile,Worthwhile
20.43,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
9.33,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,poor,Poor,happiness,Happiness
48.18,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,good,Good,worthwhile,Worthwhile
4.94,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
49.88,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
7.76,,year ending,2013 Q3 - 2014 Q2,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
5.44,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
4.12,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
30.16,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
13.58,,year ending,2016 Q4 - 2017 Q3,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
7.84,,year ending,2014 Q4 - 2015 Q3,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.59,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
14.27,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
15.85,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
15.2,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
12.29,,year ending,2016 Q4 - 2017 Q3,E92000001,England,fair,Fair,worthwhile,Worthwhile
5.66,,year ending,2012 Q3 - 2013 Q2,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
50.73,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
14.75,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
14.37,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
16.93,,year ending,2013 Q3 - 2014 Q2,E92000001,England,fair,Fair,happiness,Happiness
52.24,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
5.99,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
4.61,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
40.87,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
4.77,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
3.98,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
34.06,,year ending,2015 Q1 - 2015 Q4,E92000001,England,very-good,Very good,happiness,Happiness
9.16,,year ending,2014 Q1 - 2014 Q4,E92000001,England,poor,Poor,happiness,Happiness
33.32,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
7.4,,year ending,2013 Q2 - 2014 Q1,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
23,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
3.01,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
20.78,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,poor,Poor,anxiety,Anxiety
14.86,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
7.87,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
20.89,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,poor,Poor,anxiety,Anxiety
3.34,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
7.94,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
22.61,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,good,Good,anxiety,Anxiety
9.9,,year ending,2012 Q4 - 2013 Q3,E92000001,England,poor,Poor,happiness,Happiness
51.13,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,good,Good,worthwhile,Worthwhile
7.69,,year ending,2011 Q4 - 2012 Q3,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
27.09,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
39.85,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
13.31,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
50.18,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,good,Good,worthwhile,Worthwhile
44.38,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
17.44,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
40.49,,year ending,2013 Q4 - 2014 Q3,E92000001,England,good,Good,happiness,Happiness
31.28,,year ending,2012 Q1 - 2012 Q4,E92000001,England,very-good,Very good,happiness,Happiness
3.78,,year ending,2014 Q2 - 2015 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
48.86,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
7.43,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
21.28,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,poor,Poor,anxiety,Anxiety
7.69,,year ending,2012 Q2 - 2013 Q1,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
34.46,,year ending,2015 Q4 - 2016 Q3,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
2.88,,year ending,2016 Q1 - 2016 Q4,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
43.48,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
16.57,,year ending,2014 Q3 - 2015 Q2,E92000001,England,fair,Fair,happiness,Happiness
13.96,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
49.92,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,good,Good,worthwhile,Worthwhile
15.84,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
33.27,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
13.5,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
46.09,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
15.06,,year ending,2011 Q3 - 2012 Q2,E92000001,England,fair,Fair,worthwhile,Worthwhile
44.1,,year ending,2015 Q1 - 2015 Q4,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
7.83,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
26.54,,year ending,2011 Q3 - 2012 Q2,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
51.89,,year ending,2013 Q4 - 2014 Q3,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
9.83,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
29.04,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
4.27,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
6.39,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
14.49,,year ending,2014 Q4 - 2015 Q3,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
38.66,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.75,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
47.74,,year ending,2011 Q2 - 2012 Q1,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
7.54,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
43.95,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
7.31,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
48.64,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,good,Good,worthwhile,Worthwhile
40.59,,year ending,2016 Q1 - 2016 Q4,E92000001,England,good,Good,happiness,Happiness
35.34,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,good,Good,happiness,Happiness
7.69,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
9.04,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,poor,Poor,happiness,Happiness
41.23,,year ending,2016 Q2 - 2017 Q1,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
2.96,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
4.5,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
40,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,very-good,Very good,anxiety,Anxiety
2.85,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,mean-average,Mean Average,anxiety,Anxiety
8.81,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,poor,Poor,happiness,Happiness
44.08,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
8.02,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
8.6,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
19.73,,year ending,2015 Q4 - 2016 Q3,E92000001,England,poor,Poor,anxiety,Anxiety
7.69,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
11.95,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
23.81,,year ending,2012 Q4 - 2013 Q3,E92000001,England,good,Good,anxiety,Anxiety
2.9,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,mean-average,Mean Average,anxiety,Anxiety
33.18,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
10.04,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,poor,Poor,happiness,Happiness
9.14,,year ending,2013 Q4 - 2014 Q3,S92000003,Scotland,poor,Poor,happiness,Happiness
2.85,,year ending,2015 Q1 - 2015 Q4,E92000001,England,mean-average,Mean Average,anxiety,Anxiety
41.15,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,good,Good,happiness,Happiness
33.3,,year ending,2013 Q4 - 2014 Q3,E92000001,England,very-good,Very good,happiness,Happiness
38.89,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,good,Good,happiness,Happiness
7.79,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
17.66,,year ending,2012 Q2 - 2013 Q1,E92000001,England,fair,Fair,anxiety,Anxiety
26.89,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,good,Good,anxiety,Anxiety
42.2,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
3.46,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
39.87,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,good,Good,happiness,Happiness
40.64,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
5.49,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
40.26,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,good,Good,happiness,Happiness
49.98,,year ending,2014 Q2 - 2015 Q1,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
13.08,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
31.18,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.75,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
50.12,,year ending,2012 Q1 - 2012 Q4,S92000003,Scotland,good,Good,worthwhile,Worthwhile
34.95,,year ending,2016 Q4 - 2017 Q3,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
8.05,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
